RestaurantID,restaurantnameCustom,CountryName,City,Cuisine ,Dateopening,Yearopening,Monthopening,Quarteropening, Monthnames,WeekdayNo,Weekdayname,FinancialMonth,FinancialQuarter,Average_Cost_for_two_in_Dollar,Rating,Has_Table_booking,Has_Online_delivery,Bucket_range,code_for_ range
18037792,Manpasand Punjabi Zaika,India,New Delhi,North Indian,2011-01-16,2011,1,1,January,7,Sunday,10,4,4.2,1,No,No,lessthan 5,1
18424632,Amritsari Naan Hut,India,New Delhi,North Indian,2010-01-04,2010,1,1,January,1,Monday,10,4,2.4,1,No,No,lessthan 5,1
9884,Jagram Dhaba,India,New Delhi,North Indian,2011-01-17,2011,1,1,January,1,Monday,10,4,1.8,1,No,No,lessthan 5,1
3479,KK Fast Food Service,India,New Delhi,North Indian,2018-01-19,2018,1,1,January,5,Friday,10,4,2.4,1,No,Yes,lessthan 5,1
18454568,Pompas Chicken,India,New Delhi,North Indian,2018-01-12,2018,1,1,January,5,Friday,10,4,3.6,1,No,No,lessthan 5,1
18455511,Apna Punjabi Zayka,India,New Delhi,North Indian,2018-01-09,2018,1,1,January,2,Tuesday,10,4,6,1,No,No,5 to 10,2
18124352,Shubham Vaishno Bhojanalya,India,New Delhi,North Indian,2011-01-05,2011,1,1,January,3,Wednesday,10,4,1.2,1,No,No,lessthan 5,1
18124390,Shri Radhe,India,New Delhi,North Indian,2012-01-15,2012,1,1,January,7,Sunday,10,4,3,1,No,No,lessthan 5,1
18427218,Food Daddy,India,New Delhi,North Indian,2014-01-19,2014,1,1,January,7,Sunday,10,4,3.6,1,No,No,lessthan 5,1
6216,Harish And Sonu Sudh Bhojnalya,India,New Delhi,North Indian,2010-01-13,2010,1,1,January,3,Wednesday,10,4,3.6,1,No,No,lessthan 5,1
18414506,The Urban Dhaba,India,New Delhi,North Indian,2015-01-07,2015,1,1,January,3,Wednesday,10,4,7.2,1,No,No,5 to 10,2
18369751,Shyam Rasoi,India,New Delhi,North Indian,2015-01-14,2015,1,1,January,3,Wednesday,10,4,2.4,1,No,No,lessthan 5,1
18445759,Gopal Ji Rasoi Wala,India,New Delhi,North Indian,2017-01-23,2017,1,1,January,1,Monday,10,4,2.4,1,No,No,lessthan 5,1
18364414,MK Tiffin Service,India,New Delhi,North Indian,2010-01-02,2010,1,1,January,6,Saturday,10,4,2.4,1,No,No,lessthan 5,1
18350567,ADM Foodi,India,New Delhi,North Indian,2012-01-25,2012,1,1,January,3,Wednesday,10,4,6,1,No,No,5 to 10,2
18358669,Cones  Curries,India,New Delhi,North Indian,2016-01-18,2016,1,1,January,1,Monday,10,4,3.6,1,No,No,lessthan 5,1
18311953,Lemon Chick,India,New Delhi,North Indian,2018-01-15,2018,1,1,January,1,Monday,10,4,6,1,No,Yes,5 to 10,2
308533,Hotel 121 Shakahari,India,New Delhi,North Indian,2010-01-09,2010,1,1,January,6,Saturday,10,4,3.6,1,No,No,lessthan 5,1
305810,Guptas Food Point,India,New Delhi,North Indian,2012-01-07,2012,1,1,January,6,Saturday,10,4,1.2,1,No,No,lessthan 5,1
18377929,Chaman Dhaba,India,New Delhi,North Indian,2012-01-20,2012,1,1,January,5,Friday,10,4,2.4,1,No,No,lessthan 5,1
312864,Krishna Da Dhaba,India,New Delhi,North Indian,2012-01-22,2012,1,1,January,7,Sunday,10,4,2.4,1,No,No,lessthan 5,1
18408050,Fish Point,India,New Delhi,North Indian,2011-01-08,2011,1,1,January,6,Saturday,10,4,2.4,1,No,No,lessthan 5,1
18082236,Sonu Bhojanalya,India,New Delhi,North Indian,2016-01-19,2016,1,1,January,2,Tuesday,10,4,3,1,No,No,lessthan 5,1
18418278,Punjabi Paratha Station,India,New Delhi,North Indian,2011-01-28,2011,1,1,January,5,Friday,10,4,1.2,1,No,No,lessthan 5,1
9269,Taj Mahal Dhaba,India,New Delhi,North Indian,2012-01-12,2012,1,1,January,4,Thursday,10,4,4.8,1,No,No,lessthan 5,1
302573,Quality Restaurant,India,New Delhi,North Indian,2014-01-04,2014,1,1,January,6,Saturday,10,4,4.2,1,No,No,lessthan 5,1
18352264,Ravi Ke Parathe,India,New Delhi,North Indian,2017-01-13,2017,1,1,January,5,Friday,10,4,1.2,1,No,No,lessthan 5,1
18334432,Riyaz Biryani Corner,India,New Delhi,North Indian,2011-01-27,2011,1,1,January,4,Thursday,10,4,3.6,1,No,No,lessthan 5,1
18375411,Maharaja Food Club,India,New Delhi,North Indian,2017-01-25,2017,1,1,January,3,Wednesday,10,4,3.6,1,No,No,lessthan 5,1
307950,Punjabi Chicken,India,New Delhi,North Indian,2018-01-02,2018,1,1,January,2,Tuesday,10,4,4.8,1,No,No,lessthan 5,1
18204847,Cake 24x7,India,Gurgaon,Bakery,2014-09-03,2014,9,3,September,3,Wednesday,6,2,7.2,3.3,No,Yes,5 to 10,2
311494,Dabba Meat,India,Gurgaon,North Indian,2010-07-27,2010,7,3,July,2,Tuesday,4,2,6.6,3.1,No,Yes,5 to 10,2
305790,Captain Bill Deliverz,India,Gurgaon,North Indian Chinese Fast Food,2012-07-16,2012,7,3,July,1,Monday,4,2,12,2.7,No,Yes,10 to 15,3
18439540,Ullu Delivers,India,Gurgaon,North Indian Chinese,2017-07-27,2017,7,3,July,4,Thursday,4,2,6,2.8,No,Yes,5 to 10,2
18439516,Brothers Snacks and Shakes,India,Gurgaon,Fast Food,2016-07-05,2016,7,3,July,2,Tuesday,4,2,3.6,3.2,No,Yes,lessthan 5,1
18070480,Monsters Cafe,India,Gurgaon,Continental North Indian Chinese,2010-04-23,2010,4,2,April,5,Friday,1,1,14.4,3.5,No,Yes,10 to 15,3
313204,E Yum,India,Gurgaon,Continental Italian Mexican,2013-03-03,2013,3,1,March,7,Sunday,12,4,9,3.4,No,Yes,5 to 10,2
307502,Captain Bill Deliverz,India,Gurgaon,North Indian Chinese Fast Food,2018-02-26,2018,2,1,February,1,Monday,11,4,12,2.5,No,Yes,10 to 15,3
18294819,Cake Point,India,Gurgaon,Bakery Desserts,2014-01-01,2014,1,1,January,3,Wednesday,10,4,7.2,2.9,No,Yes,5 to 10,2
18025110,Captain Bill Deliverz,India,Gurgaon,North Indian Chinese Fast Food,2015-01-24,2015,1,1,January,6,Saturday,10,4,12,2.4,No,Yes,10 to 15,3
18332976,Cake 24x7,India,Gurgaon,Bakery Desserts,2010-01-05,2010,1,1,January,2,Tuesday,10,4,5.4,1,No,Yes,5 to 10,2
305096,Grandmas Kitchen,India,Gurgaon,North Indian South Indian,2017-01-08,2017,1,1,January,7,Sunday,10,4,4.8,2.5,No,Yes,lessthan 5,1
18396451,K Lab,India,Gurgaon,Cafe Beverages,2017-09-03,2017,9,3,September,7,Sunday,6,2,4.2,3.4,No,No,lessthan 5,1
5904,Club Tokyo  Best Western Skycity Hotel,India,Gurgaon,Japanese,2012-09-24,2012,9,3,September,1,Monday,6,2,18,2.8,Yes,No,15 to 20,4
2300042,Chin Mi,India,Kanpur,Chinese,2012-03-03,2012,3,1,March,6,Saturday,12,4,18,3.9,No,No,15 to 20,4
18349898,BBQ Factory,India,Gurgaon,North Indian,2013-09-01,2013,9,3,September,7,Sunday,6,2,16.8,3.9,Yes,Yes,15 to 20,4
300490,60 ML  Country Inn  Suites by Carlson,India,Gurgaon,Finger Food,2013-09-16,2013,9,3,September,1,Monday,6,2,12,3,Yes,No,10 to 15,3
2300009,Verandah,India,Kanpur,Chinese Italian Fast Food,2018-03-05,2018,3,1,March,1,Monday,12,4,18,3.7,No,No,15 to 20,4
1400121,10 Downing Street,India,Indore,North Indian Chinese,2016-02-20,2016,2,1,February,6,Saturday,11,4,18,4,No,No,15 to 20,4
270,Isabella,India,Gurgaon,North Indian Mughlai Chinese,2012-09-10,2012,9,3,September,1,Monday,6,2,8.4,2.8,No,Yes,5 to 10,2
308570,Amici Cafe,India,Gurgaon,Cafe Italian Pizza,2017-09-04,2017,9,3,September,1,Monday,6,2,14.4,3.7,Yes,Yes,10 to 15,3
306046,SodaBottleOpenerWala,India,Gurgaon,Parsi Iranian,2015-09-05,2015,9,3,September,6,Saturday,6,2,15.6,4,No,No,15 to 20,4
1455,Lazeez Food,India,Gurgaon,Mughlai North Indian,2014-09-15,2014,9,3,September,1,Monday,6,2,9.6,3.5,No,Yes,5 to 10,2
18241867,Le Marche Sugar  Spice Cafe,India,Gurgaon,Cafe Italian Fast Food,2017-09-27,2017,9,3,September,3,Wednesday,6,2,8.4,3.5,No,No,5 to 10,2
3700387,Bay of Buddha   The Promenade,India,Puducherry,Chinese Thai Malaysian Vietnamese Korean Indonesian Asian,2012-02-24,2012,2,1,February,5,Friday,11,4,18,3.8,No,No,15 to 20,4
18308025,Drinks Come True,India,Gurgaon,Beverages Juices,2010-09-23,2010,9,3,September,4,Thursday,6,2,1.8,3.1,No,No,lessthan 5,1
308577,Captain Grub,India,Gurgaon,American Fast Food,2013-09-26,2013,9,3,September,4,Thursday,6,2,12,3.8,No,Yes,10 to 15,3
312022,Crust N Cakes,India,Gurgaon,Bakery,2011-09-07,2011,9,3,September,3,Wednesday,6,2,6.6,3.4,No,Yes,5 to 10,2
18238279,China Gatherings,India,Gurgaon,Chinese Thai,2013-09-20,2013,9,3,September,5,Friday,6,2,6.6,3.5,No,Yes,5 to 10,2
7078,Kashmiri Kitchen,India,Gurgaon,Kashmiri,2011-09-14,2011,9,3,September,3,Wednesday,6,2,12,3.4,Yes,Yes,10 to 15,3
3700049,Villa Shanti,India,Puducherry,Continental,2011-01-22,2011,1,1,January,6,Saturday,10,4,18,3.9,No,No,15 to 20,4
9674,Shree Rathnam,India,Gurgaon,South Indian North Indian Chinese,2016-09-08,2016,9,3,September,4,Thursday,6,2,9.6,2.9,No,Yes,5 to 10,2
5019,Fortune Deli  Fortune Select Excalibur,India,Gurgaon,Bakery,2018-09-08,2018,9,3,September,6,Saturday,6,2,12,3.6,No,No,10 to 15,3
307786,Starbucks,India,Gurgaon,Cafe,2010-09-07,2010,9,3,September,2,Tuesday,6,2,8.4,3.8,No,No,5 to 10,2
302336,The Atrium  By Jukaso It Suites,India,Gurgaon,Asian Bakery,2017-09-20,2017,9,3,September,3,Wednesday,6,2,18,2.8,Yes,No,15 to 20,4
308840,Mr Idli Xpress,India,Gurgaon,South Indian Chinese,2013-09-18,2013,9,3,September,3,Wednesday,6,2,5.4,2.6,No,No,5 to 10,2
420,Rajasthali,India,Gurgaon,Gujarati Rajasthani,2011-09-28,2011,9,3,September,3,Wednesday,6,2,9,2.9,Yes,No,5 to 10,2
18337917,Queens Caf,India,Gurgaon,Cafe North Indian,2016-09-13,2016,9,3,September,2,Tuesday,6,2,10.8,4,Yes,No,10 to 15,3
18017239,Mangle Di Kulfi,India,Gurgaon,Ice Cream Desserts,2014-09-23,2014,9,3,September,2,Tuesday,6,2,1.2,3.6,No,No,lessthan 5,1
18396391,Metro Dhaba,India,Gurgaon,North Indian,2010-09-01,2010,9,3,September,3,Wednesday,6,2,1.8,1,No,No,lessthan 5,1
18391132,Shophouse by Kylin,India,Gurgaon,Japanese Chinese Thai,2014-09-15,2014,9,3,September,1,Monday,6,2,18,3.5,Yes,No,15 to 20,4
312105,Crust N Cakes,India,Gurgaon,Bakery,2017-09-28,2017,9,3,September,4,Thursday,6,2,6.6,3.2,No,Yes,5 to 10,2
309030,Hong Kong Express,India,Gurgaon,Chinese Thai,2018-09-13,2018,9,3,September,4,Thursday,6,2,8.4,3.2,No,Yes,5 to 10,2
5061,Moti Mahal Delux Tandoori Trail,India,Gurgaon,North Indian Continental,2013-09-21,2013,9,3,September,6,Saturday,6,2,9.6,2.9,Yes,No,5 to 10,2
18387990,Taste of Dilli 6,India,Gurgaon,Chinese North Indian,2012-09-28,2012,9,3,September,5,Friday,6,2,7.8,2.7,No,Yes,5 to 10,2
18153548,Kwality Cakes and Bakes,India,Gurgaon,Bakery Desserts Fast Food,2012-09-03,2012,9,3,September,1,Monday,6,2,4.2,3.2,No,No,lessthan 5,1
302256,Radha Swami Shudh Vaishno Dhaba,India,Gurgaon,North Indian,2017-09-26,2017,9,3,September,2,Tuesday,6,2,1.8,1,No,No,lessthan 5,1
18254529,My Bar Headquarters By Dockyard,India,Gurgaon,Continental North Indian Chinese European Asian,2012-09-21,2012,9,3,September,5,Friday,6,2,18,3.9,Yes,No,15 to 20,4
18435794,PitStop BrewPub,India,Gurgaon,Continental Italian North Indian Mughlai,2011-09-04,2011,9,3,September,7,Sunday,6,2,15,4.4,Yes,No,10 to 15,3
18025114,Bottles and Barrels,India,Gurgaon,North Indian Asian Italian,2010-09-10,2010,9,3,September,5,Friday,6,2,22.2,4,Yes,No,morethan 25,5
5011,YomoYour Only Momo Outlet,India,Gurgaon,Fast Food,2015-09-15,2015,9,3,September,2,Tuesday,6,2,1.8,3,No,No,lessthan 5,1
18254541,Too Maach,India,Gurgaon,Bengali North Indian,2015-09-11,2015,9,3,September,5,Friday,6,2,9.6,3.5,No,Yes,5 to 10,2
305140,Shivalik Tiffin Corner,India,Gurgaon,North Indian,2012-09-24,2012,9,3,September,1,Monday,6,2,1.8,1,No,No,lessthan 5,1
18336484,Tandoori Adda,India,Gurgaon,North Indian Mughlai Chinese,2014-09-09,2014,9,3,September,2,Tuesday,6,2,5.4,3.2,No,Yes,5 to 10,2
1655,Sweets Corner,India,Gurgaon,Mithai North Indian Chinese Street Food,2012-09-04,2012,9,3,September,2,Tuesday,6,2,5.4,2.7,No,No,5 to 10,2
18025103,Biryani Art,India,Gurgaon,Hyderabadi North Indian Biryani,2012-09-23,2012,9,3,September,7,Sunday,6,2,13.2,4.1,Yes,Yes,10 to 15,3
3700037,Le Dupleix,India,Puducherry,North Indian French Continental,2015-01-19,2015,1,1,January,1,Monday,10,4,18,3.8,No,No,15 to 20,4
130888,The Black Sheep Bistro,India,Goa,Seafood Continental European German,2014-01-18,2014,1,1,January,6,Saturday,10,4,18,4.7,No,No,15 to 20,4
3700036,Blueline  The Promenade,India,Puducherry,North Indian Seafood South Indian Italian,2010-01-20,2010,1,1,January,3,Wednesday,10,4,18,3.8,No,No,15 to 20,4
18446404,Chokola,India,Gurgaon,Bakery Desserts Bakery,2013-09-06,2013,9,3,September,5,Friday,6,2,8.4,3.1,No,No,5 to 10,2
18435802,The Diet Kitchen,India,Gurgaon,Continental Healthy Food,2014-09-13,2014,9,3,September,6,Saturday,6,2,8.4,3.3,No,Yes,5 to 10,2
18337882,Tpot,India,Gurgaon,Cafe,2011-09-15,2011,9,3,September,4,Thursday,6,2,9.6,1,No,Yes,5 to 10,2
300082,The Lunch Break,India,Gurgaon,North Indian,2010-09-22,2010,9,3,September,3,Wednesday,6,2,2.4,2.9,No,No,lessthan 5,1
9122,Alwar Sweets,India,Gurgaon,Mithai Street Food,2015-09-11,2015,9,3,September,5,Friday,6,2,2.4,3.5,No,No,lessthan 5,1
3100030,Kabab Studio,India,Mangalore,North Indian Mughlai,2013-01-05,2013,1,1,January,6,Saturday,10,4,18,3.5,No,No,15 to 20,4
302288,Tughlaq,India,Gurgaon,North Indian Mughlai Chinese Seafood,2018-08-01,2018,8,3,August,3,Wednesday,5,2,12,3.5,No,Yes,10 to 15,3
18439181,Global Local,India,Surat,Modern Indian,2010-01-03,2010,1,1,January,7,Sunday,10,4,18,3.4,No,No,15 to 20,4
18409224,Pier 38,India,Gurgaon,Persian Arabian Lebanese North Indian,2015-08-08,2015,8,3,August,6,Saturday,5,2,14.4,4.6,No,No,10 to 15,3
308357,Holy Smoke,India,Gurgaon,Steak American,2018-08-17,2018,8,3,August,5,Friday,5,2,21.6,3.6,Yes,No,morethan 25,5
309883,Not Just Paranthas,India,Gurgaon,North Indian,2018-08-27,2018,8,3,August,1,Monday,5,2,13.2,3.6,No,No,10 to 15,3
4992,Knight Rider,India,Gurgaon,North Indian Continental,2010-08-18,2010,8,3,August,3,Wednesday,5,2,14.4,3.1,Yes,No,10 to 15,3
5960,Escape Terrace Bar Kitchen,India,Gurgaon,Finger Food,2015-08-28,2015,8,3,August,5,Friday,5,2,20.4,3.4,Yes,No,morethan 25,5
4620,Sugar  Spice  Le Marche,India,Gurgaon,Bakery Fast Food,2017-08-08,2017,8,3,August,2,Tuesday,5,2,9.6,2.4,No,No,5 to 10,2
8805,Italiano,India,Gurgaon,Italian,2010-08-14,2010,8,3,August,6,Saturday,5,2,18,3,No,No,15 to 20,4
308605,Kangri,India,Gurgaon,Kashmiri,2017-08-14,2017,8,3,August,1,Monday,5,2,9,3.4,No,No,5 to 10,2
312995,Biryani By Kilo,India,Gurgaon,Biryani Mughlai,2011-08-03,2011,8,3,August,3,Wednesday,5,2,8.4,3.9,No,Yes,5 to 10,2
18431563,The Royal,India,Gurgaon,Fast Food Beverages,2010-08-25,2010,8,3,August,3,Wednesday,5,2,6.6,3.3,No,No,5 to 10,2
18352208,Bakeaboo,India,Gurgaon,Bakery,2018-08-11,2018,8,3,August,6,Saturday,5,2,2.4,3.7,No,Yes,lessthan 5,1
18025125,World In A Box,India,Gurgaon,Healthy Food European Continental Salad,2010-08-16,2010,8,3,August,1,Monday,5,2,9,3.6,No,Yes,5 to 10,2
307366,Bizibean,India,Gurgaon,Cafe,2015-08-07,2015,8,3,August,5,Friday,5,2,6.6,3.6,No,No,5 to 10,2
18366026,ChandChini,India,Gurgaon,North Indian Mithai Chinese Street Food,2011-08-17,2011,8,3,August,3,Wednesday,5,2,9.6,3.8,Yes,No,5 to 10,2
18369321,PukhtaanThe Royal Taste of India,India,Patna,North Indian Chinese,2013-07-01,2013,7,3,July,1,Monday,4,2,18,3.5,No,No,15 to 20,4
3400350,Bon Barbecue,India,Agra,North Indian Chinese Continental,2018-06-20,2018,6,2,June,3,Wednesday,3,1,18,3.8,No,No,15 to 20,4
306880,Just for Chai,India,Gurgaon,Cafe,2016-08-05,2016,8,3,August,5,Friday,5,2,5.4,3.5,No,No,5 to 10,2
3200021,That Place,India,Vadodara,Italian Mexican Continental,2016-06-28,2016,6,2,June,2,Tuesday,3,1,18,4.4,No,No,15 to 20,4
3600436,The Barge Restaurant,India,Mysore,Continental Chinese North Indian,2018-01-06,2018,1,1,January,6,Saturday,10,4,18,3.3,No,No,15 to 20,4
307533,Bar Code  Leisure Inn,India,Gurgaon,Finger Food,2017-08-26,2017,8,3,August,6,Saturday,5,2,22.8,3,Yes,No,morethan 25,5
307426,Outback Bar and Grill  Leisure Inn,India,Gurgaon,North Indian Finger Food,2011-08-27,2011,8,3,August,6,Saturday,5,2,14.4,3,Yes,No,10 to 15,3
2064,Al Kabab,India,Gurgaon,North Indian Mughlai,2012-08-21,2012,8,3,August,2,Tuesday,5,2,9.6,2.7,No,Yes,5 to 10,2
18350120,Ko Jitters,India,Gurgaon,Fast Food Beverages,2017-08-03,2017,8,3,August,4,Thursday,5,2,5.4,3,No,No,5 to 10,2
17977759,Sanjha Chula,India,Gurgaon,North Indian,2015-08-19,2015,8,3,August,3,Wednesday,5,2,8.4,3,No,No,5 to 10,2
18311942,Darjeeling Kanchanjanga Momos,India,Gurgaon,Chinese Fast Food,2018-08-15,2018,8,3,August,3,Wednesday,5,2,2.4,2.9,No,No,lessthan 5,1
5106,Sangam Sweets,India,Gurgaon,Street Food Mithai South Indian North Indian Chinese,2016-08-02,2016,8,3,August,2,Tuesday,5,2,3,2.5,No,Yes,lessthan 5,1
18476498,Honey Hot  Spicy,India,Gurgaon,North Indian Chinese,2015-08-11,2015,8,3,August,2,Tuesday,5,2,3,1,No,No,lessthan 5,1
312269,Chachas Take Away,India,Gurgaon,North Indian Mughlai,2010-08-02,2010,8,3,August,1,Monday,5,2,8.4,2.8,No,Yes,5 to 10,2
606,Cafe Coffee Day,India,Gurgaon,Cafe,2015-08-21,2015,8,3,August,5,Friday,5,2,5.4,2.8,No,No,5 to 10,2
18337904,Keventers,India,Gurgaon,Beverages,2012-08-07,2012,8,3,August,2,Tuesday,5,2,3,2.6,No,No,lessthan 5,1
18372325,Tpot,India,Gurgaon,Cafe,2012-08-08,2012,8,3,August,3,Wednesday,5,2,9.6,1,No,Yes,5 to 10,2
313105,Machan,India,Gurgaon,North Indian Chinese,2011-08-07,2011,8,3,August,7,Sunday,5,2,10.8,3.3,Yes,No,10 to 15,3
18365987,Matchbox,India,Gurgaon,Continental North Indian Chinese,2014-08-14,2014,8,3,August,4,Thursday,5,2,18,4.8,Yes,No,15 to 20,4
18337894,Prankster,India,Gurgaon,Modern Indian North Indian,2017-08-07,2017,8,3,August,1,Monday,5,2,18,4.8,Yes,No,15 to 20,4
17953909,Punjabi by Nature,India,Gurgaon,North Indian,2014-08-03,2014,8,3,August,7,Sunday,5,2,18,3.6,Yes,Yes,15 to 20,4
305272,Starbucks,India,Gurgaon,Cafe,2012-08-14,2012,8,3,August,2,Tuesday,5,2,8.4,3.7,No,No,5 to 10,2
18261703,Barcelos,India,Gurgaon,Portuguese African Lebanese,2013-08-08,2013,8,3,August,4,Thursday,5,2,16.8,4,Yes,No,15 to 20,4
18241877,Fees  The Cloud Kitchen,India,Gurgaon,North Indian Mughlai,2017-08-19,2017,8,3,August,6,Saturday,5,2,10.2,2.9,No,No,10 to 15,3
309543,Bikkgane Biryani,India,Gurgaon,Biryani North Indian Hyderabadi,2011-08-20,2011,8,3,August,6,Saturday,5,2,9.6,4,Yes,Yes,5 to 10,2
18291450,Choudhary Gohana Famous Jalebi,India,Gurgaon,Mithai Street Food,2011-08-06,2011,8,3,August,6,Saturday,5,2,2.4,3.2,No,No,lessthan 5,1
18291213,Kehar Sweets And Snacks,India,Gurgaon,Mithai Street Food,2011-08-11,2011,8,3,August,4,Thursday,5,2,1.2,1,No,No,lessthan 5,1
18289241,Dancing Turkeys,India,Gurgaon,Continental,2018-08-14,2018,8,3,August,2,Tuesday,5,2,9.6,3.3,No,No,5 to 10,2
18124345,Green Chick Chop,India,Gurgaon,Raw Meats Fast Food,2016-08-24,2016,8,3,August,3,Wednesday,5,2,4.2,2.9,No,No,lessthan 5,1
310235,Munch,India,Gurgaon,North Indian South Indian Fast Food,2011-08-11,2011,8,3,August,4,Thursday,5,2,8.4,3.1,No,Yes,5 to 10,2
18419894,The Punjab Kitchen,India,Gurgaon,North Indian,2018-08-22,2018,8,3,August,3,Wednesday,5,2,4.2,3.9,No,Yes,lessthan 5,1
18292438,Moti Mahal Delux,India,Gurgaon,North Indian Mughlai,2013-08-15,2013,8,3,August,4,Thursday,5,2,12,3.2,Yes,Yes,10 to 15,3
18423106,Sugarcraft Patisserie,India,Gurgaon,Bakery,2010-08-06,2010,8,3,August,5,Friday,5,2,9.6,3.3,No,No,5 to 10,2
18322684,56 Fresca,India,Gurgaon,Italian,2010-08-21,2010,8,3,August,6,Saturday,5,2,9,3.7,Yes,Yes,5 to 10,2
305662,Purani Dillis Al Karam Kebab House,India,Gurgaon,North Indian Mughlai Biryani,2012-08-10,2012,8,3,August,5,Friday,5,2,11.4,3.4,No,Yes,10 to 15,3
306401,Patiala Shahi,India,Gurgaon,North Indian Mughlai,2015-08-28,2015,8,3,August,5,Friday,5,2,9.6,3.5,No,Yes,5 to 10,2
311837,Organic Express,India,Gurgaon,Healthy Food North Indian Italian Salad,2010-08-02,2010,8,3,August,1,Monday,5,2,8.4,3.4,No,Yes,5 to 10,2
4185,Raj Xpresso,India,Gurgaon,North Indian Chinese,2016-08-11,2016,8,3,August,4,Thursday,5,2,7.8,2.9,No,No,5 to 10,2
300652,Orange Chopsticks,India,Gurgaon,Chinese Thai Asian,2013-08-20,2013,8,3,August,2,Tuesday,5,2,15.6,3.5,Yes,Yes,15 to 20,4
18466966,Indo Chinese,India,Gurgaon,North Indian Chinese,2012-08-24,2012,8,3,August,5,Friday,5,2,2.4,3.2,No,No,lessthan 5,1
306043,Woods Spice,India,Gurgaon,Continental North Indian,2012-08-13,2012,8,3,August,1,Monday,5,2,15.6,3.2,Yes,No,15 to 20,4
309015,Bunker,India,Gurgaon,Continental North Indian Chinese Italian,2014-07-14,2014,7,3,July,1,Monday,4,2,15.6,4.2,Yes,No,15 to 20,4
18254537,Nowhere Terrace Brewpub Cafe,India,Gurgaon,Continental European Asian North Indian Chinese Italian,2013-07-03,2013,7,3,July,3,Wednesday,4,2,19.2,4.1,Yes,No,15 to 20,4
6314302,Sambo Kojin,Phillipines,Mandaluyong City,Japanese Korean,2011-07-10,2011,7,3,July,7,Sunday,4,2,109.5,4.8,Yes,No,morethan 25,5
306132,Oh Calcutta,India,Gurgaon,Bengali Seafood,2016-07-02,2016,7,3,July,6,Saturday,4,2,20.4,3.8,Yes,Yes,morethan 25,5
1664,Kwaliti,India,Gurgaon,North Indian Chinese Fast Food,2014-07-05,2014,7,3,July,6,Saturday,4,2,8.4,3.3,No,Yes,5 to 10,2
6308205,Wildflour Cafe  Bakery,Phillipines,Taguig City,Cafe Bakery American Italian,2018-05-17,2018,5,2,May,4,Thursday,2,1,109.5,4.4,Yes,No,morethan 25,5
4762,Wai Yu Mun Ching,India,Gurgaon,Chinese Thai,2015-07-12,2015,7,3,July,7,Sunday,4,2,9.6,3.5,No,Yes,5 to 10,2
18131568,Masala Ville,India,Gurgaon,North Indian Mughlai,2011-07-23,2011,7,3,July,6,Saturday,4,2,7.8,3.2,No,No,5 to 10,2
313272,Sama Chicken Biryani,India,Gurgaon,Biryani North Indian,2016-07-22,2016,7,3,July,5,Friday,4,2,2.4,2.9,No,No,lessthan 5,1
18444416,Bros Kitchenette,India,Gurgaon,Fast Food Street Food Beverages,2015-07-17,2015,7,3,July,5,Friday,4,2,4.2,3.3,No,No,lessthan 5,1
300074,Goli Vada Pav No 1,India,Gurgaon,Street Food,2012-07-18,2012,7,3,July,3,Wednesday,4,2,1.8,3.1,No,Yes,lessthan 5,1
309541,Plan B,India,Gurgaon,North Indian Chinese Continental,2017-07-21,2017,7,3,July,5,Friday,4,2,12,3.4,Yes,No,10 to 15,3
18425140,Bun Intended,India,Gurgaon,Burger American Fast Food,2015-07-26,2015,7,3,July,7,Sunday,4,2,10.2,4.2,No,Yes,10 to 15,3
18361762,Kaiser,India,Gurgaon,North Indian Mughlai,2018-07-13,2018,7,3,July,5,Friday,4,2,7.8,4.1,No,Yes,5 to 10,2
6318506,Ooma,Phillipines,Mandaluyong City,Japanese Sushi,2010-01-08,2010,1,1,January,5,Friday,10,4,109.5,4.9,No,No,morethan 25,5
9773,Di Miso,India,Gurgaon,Korean Japanese Chinese Asian,2017-07-16,2017,7,3,July,7,Sunday,4,2,18,3.6,No,No,15 to 20,4
18361772,Lord of Grillz,India,Gurgaon,Chinese North Indian Italian Continental,2011-07-16,2011,7,3,July,6,Saturday,4,2,9.6,3.2,No,Yes,5 to 10,2
6501534,Cube  Tasting Kitchen,South Africa,Inner City,European Contemporary,2016-07-21,2016,7,3,July,4,Thursday,4,2,78.54,4.9,No,No,morethan 25,5
302920,Cafe Coffee Day,India,Gurgaon,Cafe,2016-07-10,2016,7,3,July,7,Sunday,4,2,5.4,3.1,No,No,5 to 10,2
5230,Ion Club  Dining Lounge,India,Gurgaon,Continental North Indian Mughlai Chinese,2017-07-05,2017,7,3,July,3,Wednesday,4,2,21.6,2.6,Yes,No,morethan 25,5
3500505,Barbeque Nation,India,Dehradun,North Indian Mediterranean Asian Chinese,2010-09-16,2010,9,3,September,4,Thursday,6,2,19.2,4.4,No,No,15 to 20,4
300119,Tibbs Frankie,India,Gurgaon,Fast Food,2011-07-03,2011,7,3,July,7,Sunday,4,2,4.2,3.4,No,No,lessthan 5,1
3585,Suburbia  The Empire,India,Gurgaon,Continental European North Indian,2010-07-16,2010,7,3,July,5,Friday,4,2,21.6,2.1,Yes,No,morethan 25,5
6847,Cafe Coffee Day,India,Gurgaon,Cafe,2018-07-18,2018,7,3,July,3,Wednesday,4,2,5.4,3.3,No,No,5 to 10,2
